section,date,title,cluster
1,2024-01-12,무전공 입학 20 대학들은 신나고 교수들은 뿔나고,3
1,2024-01-12,진학률 저하에 따른 분석,3
1,2024-01-15,2024 01 15 News,0
1,2024-01-12,경복궁 낙서 테러범이 따라한 미스치프의 장난 대림미술관 미스치프 전시 후기,0
1,2024-01-13,또 진료거부 병원 응급실 뺑뺑이 지겹네요 의대 입학 정원 확대의 필요성에 찬성합니다,4
1,2024-01-13,2024 3개월 준비하고 붙은 한국외대 통대 한일과 2차시험 후기 4,0
1,2024-01-14,정부 의대 정원 증원 2000명도 넘을 듯 현 3천명 5천명,3
1,2024-01-14,조카 이야기 feat 망국의 의대 편중,3
1,2024-01-14,매일경제신문 매일읽기 24년 01월,0
1,2024-01-14,언론사별 랭킹뉴스 2024 01 14 1,0
1,2024-01-15,경제칼럼 정부의 의대증원 의료산업의 확장에 이바지 한다,4
1,2024-01-15,정부 의대정원20000 3000명 단계증원 검토 보건노조 개원쿼터제 제안 창원시 의과대학 신설해야 목포의대 촉구 복지부 미확정 답변 24 1 15,0
1,2024-01-15,보건복지부 병원 혁신,4
1,2024-01-15,서울 군포 구로 인천역 대도심 철도망 지하화한다 송파 아파트 매매가 뚝뚝 떨어져도 전세가는 쑥쑥 츄우의 경제뉴스 스크랩,0
1,2024-01-15,2024 01 15 OCI홀딩스 프리미엄택시 수에즈운하 비트코인ETF 항공빅2합병 ELS 1분기청약예정 1기신도시,0
1,2024-01-15,항공 빅2 합병 급물살에 분주한 LCC 등,0
1,2024-01-12,2024년 01월12일 금요일 간추린 아침세상소식,0
1,2024-02-11,청룡의 새해,0
1,2024-02-02,변호사에 이어 의사도,0
1,2024-02-11,24 02 11 한국 주요 뉴스,0
1,2024-02-22,부동산 정책처럼 흘러가는 의대증원 선동중인 정부,4
1,2024-02-22,의대 증원 반대 전공의 집단 사직 현황 및 대응 방안,4
1,2024-02-22,100분 토론 의대 증원 충돌과 의료대란 시청 후기,0
1,2024-02-22,의료개혁 지금이 마지막 기회입니다 의대 정원 확대 사실상 증원 아닌 복원 한 지방 병원장님의 기고,4
1,2024-02-22,팽팽한 입장 차이 의대증원 정말로 필요할까,4
1,2024-02-22,100분토론 요약 1 의대 증원 충돌 의료대란 오나 결론,0
1,2024-02-22,의대증원 문제는,0
1,2024-02-22,가장 급격한 고령화를 겪는 우리나라는 의대 증원이 시급합니다,0
1,2024-02-22,의대 증원 반대 파업 정부대응,4
1,2024-02-22,의사 파업 이유 ft 의대증원 빅5병원 의료공백 파업기간 등,4
1,2024-02-22,논리도 예의도 없는 정부의 의대증원 주장,0
1,2024-02-21,의대 증원 정원 확대 발표 후 의료기관 정상 운영 안내,1
1,2024-02-21,2월 21일 오늘의 주식시세 특징주 삼성전자 차세대 AGI 관련주 이차전지LFP 원통형 배터리 관련주 로봇 뉴럴링크 관련주 MUF 관련주 그린벨트 마이크로니들 관련주,0
1,2024-02-22,의대 증원 뭐가 문제야 일반인 입장에서 할 수 있는 질문들에 대한 시골의사의 개인적인 대답,4
1,2024-02-21,뉴스 서울 전역 대설주의보 내일 새벽까지 최고 8 폭설에 출근길 비상,0
1,2024-02-21,최강희 이번엔 요쿠르트 판매원 도전 많이 소문 내 주세요,0
1,2024-02-21,개인적으로 이번 의사파업 은 정부가 진행하는 증원 이 되었으면 좋겠다 더이상의 특권의식 은 내려놓고 당당하게 단계적으로 준법투쟁과 촛불 하시기를 바란다 공감대를 위해,4
1,2024-02-21,이제 의료선진국은 끝났다,0
1,2024-02-21,2024 02 19 신문 보기,0
1,2024-02-21,한경신문 1면 읽기 도전 2024 02 21,0
1,2024-02-21,인성정보 유비케어 케어랩스 비트컴퓨터 주가와 비대면진료 원격진료 관련주,0
1,2024-02-21,요즘에서야 화제되는,0
1,2024-02-21,뉴스 원고 2024년 2월 21일 MBC 뉴스데스크,4
1,2024-02-21,전공의 집단사직 요구사항 의대정원 반대 이유 의료 공백 사태 시작,4
1,2024-02-21,2월 20일 의대 증원 MBC 100분 토론 안건별 참석자 발화 내용 요약정리 및 개인 생각 정리,4
1,2024-02-21,의대 증원 반대 불편함은 국민 몫이라는 것,0
1,2024-02-21,고덕동 영어학원 하버드브레인과 오대교 수능연구소의 미리보는 설명회,3
1,2024-02-21,24 02 21 글감 정리,0
1,2024-02-21,의사파업 의대증원 집단 사직 수술 진료 차질 의료재난,4
1,2024-02-21,의대 정원 증원 2000명 반대 이유 및 내 생각,4
1,2024-02-22,1794강 정부의 의대정원 확대에 대한 의료계의 반발 무엇이 옳을까 자운 이한국 스승님의 도원 대학당 강의,4
1,2024-02-22,매일경제 신문 구독 신문 스크랩 종이 신문 2024 2 22,0
1,2024-02-24,의대 증원 의대증원 신청 시작 에 대해 우려된다를 영어로,0
1,2024-02-24,한국 의대 증원으로 미국 의대로 눈을 돌리고 있다,3
1,2024-02-24,검새 와 의새 욕 좀 잘해봐 의대 증원 총선,0
1,2024-02-24,의대증원 이슈와 존 롤스의 정의론,4
1,2024-02-24,의사 파업 이유 의대 증원 강대강으로 맞서는 양측,4
1,2024-02-23,대구 진료거부 나흘째 수술실 가동 60 응급실 여력 없어 위기경보 심각,4
1,2024-02-23,전공의 파업 의료대란 해결방안 필수의료패키지 활용법,4
1,2024-02-23,지금 가장 싱글벙글할 사람들,0
1,2024-02-23,복지부 의대 정원 확대 대비해 국립대의대 교수 1000명 증원 협의 중,0
1,2024-02-23,윤 대통령 과기부 차관 전격 교체 R D 예산 확대 되나,0
1,2024-02-23,문재인대통령때 의대증원 못했던 이유,0
1,2024-02-23,의대 증원 논란 밥그릇 문제 아니라는 의사단체 집회에 환자는 지켜야지 시민들 눈총 정부 의사 증원은 시대적 과제 구속수사도 검토,4
1,2024-02-23,국민비타민 서영석 윤석열 의대 2000명 증원 총선에 이용하기 위한 계략입니까 24 2 22,1
1,2024-02-22,타임지 한국 의사 수 세계 최저 1000명당 2 6명 의사 평균 연봉 3억 4억 세계 최고,4
1,2024-02-23,의대증원논란 의대생 22일까지 총 1만1481명 10명중 6명 휴학계 제출 대학 설득에 346명 휴학 철회,0
1,2024-02-23,2025 의대 증원과 전망,3
1,2024-02-23,의대 증원 찬반 갈등 누구도 국민을 이길 수 없다,4
1,2024-02-23,의대 증원에 반발전공의 파업 누구의 잘못인가,4
1,2024-02-23,끝은 어디까지인가 의협 의대 증원 반대 의사들 진료거부한 적 없다고 밝혀 의대 정원 합의점은,4
1,2024-02-23,의대증원 비대면 진료 수혜주는 케어랩스 인성정보 나노엔텍,0
1,2024-02-22,죽을 병 걸려 죽는 건 자연 이치 의사가 쓴 글 논란,0
1,2024-02-22,집단행동 대비하여 의료공백 최소화 응급실 진찰료 100 인상,4
1,2024-02-22,전공의들 왜 사직하는데 대학병원 난리 난 이유,4
1,2024-02-22,안철수 의원이 의사파업에 대한 충고발언,0
1,2024-02-22,갑작스러운 의대생 증원 정책을 보며,4
1,2024-03-12,뉴스 원고 2024년 2월 22일 JTBC 뉴스룸,0
1,2024-02-22,뉴스 원고 2024년 2월 22일 JTBC 뉴스룸,0
1,2024-02-22,메가엠디 교육주,0
1,2024-02-23,엔비디아 실적 호재 ai 반도체 관련주 의대 증원 관련주 소라 관련주 Sora 관련주 교육 관련주 원전 관련주 증시 시황 분석 24년 2월 22일,0
1,2024-02-21,국내 주식 교육 관련주 알아보아요 feat 의대 증원 반대 의사 파업 및 의료 대란 비상교육 상한가매매,0
1,2024-02-21,의대증원 찬성한 김윤 교수 제자들은 의협은 저격광고,4
1,2024-02-21,대전협 정부에 의대 증원 결정의 과학적 근거 요구했으나 거부 비난,4
1,2024-02-20,의대 증원 정책과 비대면 진료 테마주,4
1,2024-02-20,내 블로그니까 내 맘대로 쓰는 의대증원 필수의료패키지,4
1,2024-02-20,의대 증원에 따른 의사 파업과 의새 뜻,4
1,2024-02-20,어피티 블로그 챌린지 오늘의 머니레터 소비자심리지수 의대 증원 아프리카TV vs 치지직,0
1,2024-02-20,의대 증원하니 비대면 진료 관련 주 상한가,0
1,2024-02-20,의대 정원 증원이 몰고올 전세가 상승과 2024 부동산 시장으로의 확대,0
1,2024-02-20,과연 의대 증원이 맞을까요,4
1,2024-02-20,의대증원과 재수 삼수 사수 N수,0
1,2024-02-20,의대증원 반대 이유 의사 파업 이유 정리 및 수술취소,4
1,2024-02-20,어피티 블챌 어쩌다 공부 4탄 의대 증원 이슈 스트리밍 플랫폼,0
1,2024-02-20,요즘 의사 GP 페이닥터 연봉 실수령액과 의대 증원,4
1,2024-02-19,U s Line 유스라인 의사면허 공적관리로 국민의료체계와 이공계 우수인재지망 동시해결,3
1,2024-02-19,한경신문 1면 읽기 도전 2024 02 19,0
1,2024-02-20,윤석열 대통령 제9회 국무회의 모두 발언 의대정원 의사증원 전공의 집단 사직서 제출 의대생 집단휴학,4
1,2024-02-19,6년 전 드라마 라이프 에서 예견된 전공의 사직 사태,4
1,2024-02-19,보건복지부 박민수 차관의 의사증원 근거,4
1,2024-02-19,2024년 2월19일 국내증시 코스피 코스닥 동반 상승 마감 원격의료 저PBR 관련주 두산에너빌리티,0
1,2024-02-19,정부의 2000명 증원 근거는 무엇인가요 의과대 학장 모임 성명서 발표 정부가 제공한 자료 및 최근 기사,0
1,2024-02-19,2명 의사 면허 정지 행정처분 구속수사 의료공백 현실화까지,4
1,2024-02-19,2차전지소부장 AI 비대면의료 의료AI LNG,0
1,2024-02-19,정부는 결코 의사 못이겨 생명 볼모로 정책 틀어막기,4
1,2024-02-19,AI 대체 가능성 큰 직업군 전문의,4
1,2024-02-19,의대증원 결국엔 이공계가 박살난다,0
1,2024-02-19,의대 정원 확대 증원 에 대한 투자자의 생각,0
1,2024-02-19,의대 증원이 과연 답일까,4
1,2024-02-19,의대 증원에 반발하는 의사들 근데 왜 자꾸 여론은 악화할까,0
1,2024-02-19,보건복지부의 의대 입학 정원 증원은,4
1,2024-02-19,의대증원에 따른 전공의 파업 및 의료 의사협회 파업으로 수술 및 진료가 취소 지연된 환자들은 병원에 손해배상을 청구할 수 있을까,1
1,2024-02-19,양아치와 밥그릇 20240219,4
1,2024-02-20,전공의 파업 의대 정원 증원 확대 의료계 반발 이유,4
1,2024-02-20,복지부 의협 의대증원 공개토론 열린다 내일 MBC 100분토론,0
1,2024-02-20,추적 윤 대통령 언급한 의대 증원에 허황된 음모론,0
1,2024-02-21,월성동 수학학원 의대 증원 발표에 따른 국내에서 의사가 되는 과정이 궁금합니다,4
1,2024-02-21,100분토론 의대증원 이공계 몰락 의대쏠림 현상 명쾌한 해결방법,0
1,2024-02-21,부천입시학원 부천대성학원 의대 2000명 증원으로 대학 입시의 변화,3
1,2024-02-21,의대 증원과 필수의료 관련 다빈도 QnA 정리,4
1,2024-02-21,Epi 13 현 의료 사태 상황에 관한 고찰 의대 증원 간호대 증원,4
1,2024-02-21,의대 정원 증원은 불합리한 정책인가,4
1,2024-02-21,전공의 파업 의대증원반대 논란,4
1,2024-02-21,이슈 의대 증원 이슈 전문의 집단 사직 vs 타협 없다는 정부,0
1,2024-02-21,의대 증원 이슈,4
1,2024-02-21,의대 증원에 대한 단상,0
1,2024-02-21,의대 증원 2천명 근거된 논문 실제 증원 규모는 정부안과 차이,4
1,2024-02-21,경제 신문 보기 20240221 의대 증원 반대 집단행동에 정부 양보 없다 장기전 대비,0
1,2024-02-21,의사 파업 이유 의대 증원 반대하는 병원 전공의들,4
1,2024-02-21,의대증원 MBC 백분토론 후기 2024 2 21,0
1,2024-02-20,2월20일 상한가 및 급등주 전해액 관련주 초전도체 관련주 영상AI 관련주 오픈AI 소라 관련주 네이버웹툰 관련주 줄기세포 치료제 관련주 의대정원 증원 관련주 MUF 관련주,0
1,2024-02-20,한번 읽어주세요 부탁드립니다,4
1,2024-02-20,대치동 수학학원 의대정원 확대가 대입에 미치는 영향,3
1,2024-02-20,의대 정원 확대 의사 파업 이유,0
1,2024-02-20,전공의 파업 이유와 정부 대응 및 현황,4
1,2024-02-20,2월20일 주식퀴즈 MUF 관련주 MUF 패키징 관련주 웨인힐스브라이언트 관련주 웨인힐스 관련주 스마트링 관련주 C타입 관련주 C타입 포트 관련주 C포트 관련주 의대증원 관련주,0
1,2024-02-20,필수의료 정책 패키지 이대로 실현된다면,4
1,2024-02-20,24년 2월20일 화요일 마감시황 주도테마 급등주 대장주 정리,0
1,2024-02-20,의사들에게 무릎 꿇을 거면 정부는 시작을 말아야지,4
1,2024-02-20,24 2 20 의과대학 입학정원 증원에 반대하는 전공의55 사직서 제출,4
1,2024-02-20,소아과 의사는 84 늘고 소아 환자는 40 줄어 직접 느낀 소청과의 현실,4
1,2024-02-20,전공의 성명서,4
1,2024-02-20,월성동 수학학원 강남수학 원장님들의 의대 서울대 연고대 합격자 의대증원에 관하여 입시설명,3
1,2024-02-20,어피티 블로그 챌린지 4일차 의대 증원 쟁점 세계주가지수,0
1,2024-02-20,240220 논평자료 송재호 예비후보 대화와 타협이 실종된 의대 증원 문제 정부의 책임있는 자세를 촉구합니다,0
1,2024-02-24,의대증원 찬성하는 정부와 반대하는 의사 파업집단 행동 이유,4
1,2024-02-19,수험생 입장에서 보는 지방 의대증원,3
1,2024-02-24,의대 2000명 증원과 입시 영향력,3
1,2024-02-24,의대증원 논란 서울 병원 47개소 전공의 5678명 75 4293명 사직서 제출 집단행동 서울시 의료공백 최소화 비대면진료 무기한 허용,4
1,2024-02-28,의대 증원 사태를 보면서 4대 보험을 생각한다,0
1,2024-02-28,1 의대증원에 대한 의사생각 의사수가 증가하면 의료비가 증가한다 feat ChatGPT,0
1,2024-02-28,전문의 전공의 전임의 뜻 차이 인턴 의미 의료 필수 분야 의대 증원 논쟁,4
1,2024-02-28,의대증원 규모 정원 반대 전공의 병원 의사 사직 정부,4
1,2024-02-28,의대 증원 뿐 아니라 이것 도 싫다는 의사들 전공의복귀 전공의파업이유 의사파업병원,4
1,2024-02-27,로켓수학 서울대 가는 학생들은 누구,3
1,2024-02-27,정부 보도자료나 베끼면 기레기지,4
1,2024-02-27,남미동아 뉴스 2 27 화요일,0
1,2024-02-27,월피동누수탐지 거실 바닥이 검게 변색된 이유는,1
1,2024-02-27,저출산 공약 여성들이 가장 공감하는 정책은 육아휴직 급여 210만원 여야 불붙은 저출생 공약 단기간내 실현 가능한 정책 호평,0
1,2024-02-27,의대 정원 증원 필요한 것일까,4
1,2024-02-27,2024 02 26 신문 스크랩,0
1,2024-02-27,서비스센터 부문 조사 3년연속 1위 월급200만원 논란 필리핀 가사도우미 by제주회계사무소 선정 뉴스,0
1,2024-02-28,의대 정원 증원과 법치에 대한 대통령의 궤변 II,0
1,2024-02-27,녹색정의당 의사 집단 진료거부 사태 관련 3대 해법 제시,4
1,2024-02-27,130차례 충분히 소통 대통령실 의대 증원 여론전 YTN,0
1,2024-02-27,의대 증원 수련의 파업 이게 의사 문제인가 공무원의 운영 문제 인가 일단 대화부터,4
1,2024-02-27,강남구 야간 휴일진료 운영 의료기관 안내 ft 의대증원과 의사파업,3
1,2024-02-27,속보 윤 대통령 의대 2천 명 증원 최소한 조치 의료개혁 타협 대상 아냐,4
1,2024-02-27,의사들 반발에도 대학들 의대 증원 수요 당초대로 신청 예정,0
1,2024-02-27,수완지구 과학학원 천보화과학 의대 증원이 앞으로 입시에 미치는 영향,3
1,2024-02-27,농담 의대 정원 2000명 증원 말도 안 된다,4
1,2024-02-27,의대증원논란 윤대통령 전공의 의료 현장 이탈에 의료개혁 협상 타협 대상 아냐 흔들임 없이 완수할 것,4
1,2024-02-27,의사들은 의대증원하면 안되는 이유를 밝혀야 한다,4
1,2024-02-27,한국보다 앞서서 의대 증원을 한 일본의 상황 의사 증원 왜 반대함 의사와 트럭 운전사 박가네유튜브 요약,4
1,2024-02-27,의대가 증원되면 입시에는 어떤 변화가 생길까,3
1,2024-02-27,의대증원 반발해 병원 뛰쳐나간 전공의 수백명 돌아왔다 정부 복귀 안 하면 면허정지,4
1,2024-02-27,의대증원뜻과 의대정원반대이유,4
1,2024-02-27,의대 증원 반발 전공의 현장복귀 촉구 의사보조 PA 간호사 의 법적 지위를 보장하는 시범사업에 나서는 등 의료공백을 메우기 위한 대응에 나섰습니다 역할 자격 업무 법적 책임,4
1,2024-02-27,0227 트럼프의 에너지 러시아 호황이 주는 한국 위기 의대증원 실패는 한국의 실패,0
1,2024-02-28,의대 학장들 의대 증원 적절한 규모는 350명 이쯤되면 정부도 2000명 증원에서 물러서야 한다 최석태,0
1,2024-02-28,의대 증원에 실패하면 벌어질 일들,4
1,2024-02-29,프랑스 의료 환경 및 상황,4
1,2024-02-29,의사들의 승리라는 것,0
1,2024-02-29,나도 블로그 시작한다,1
1,2024-02-29,서울 아이 응급 상처봉합 성형외과는 한강수병원,0
1,2024-02-29,속이 시원하게 설을 푸는 팩맨 나름 그럴 듯하네 왜 전공의들이 의대 정원 2000명 증원에 사직서를 내는지 알아보자 최석태,0
1,2024-02-29,서울특별시 시범사업 기후동행카드 청년 맞춤형 할인까지 생각하면 멍멍이득,0
1,2024-02-29,전공의 파업에 대체할 솔루션은 건강의 새로운 패러다임 에이젠드입니다,1
1,2024-02-29,작금의 의대 2천명 증원에 즈음한 시대적 소명에 대한 소회,0
1,2024-02-29,프랑스 정통언론 르몽드에서도 윤석열 정부 의대정원 2000명 증원에 따른 카오스를 다뤘네 최석태,0
1,2024-02-29,의료대란 의협이 주최하는 의대 증원 반대 집회 3월 3일 오후 2시부터 5시까지 영등포구 여의도공원 앞 여의대로에서,0
1,2024-02-29,쓸소들소 314 의대 정원증원과 전공의 집단 행동,4
1,2024-02-29,의대증원 Feat 누가 의사를 악마로 만들었는가 윤도영 쌤,4
1,2024-02-29,의대 증원 수련의 파업 당국은 뭐라고 의협은 뭐라나 양쪽 다 곤조는 부리지 마라,4
1,2024-02-28,의대 증원 갈등 서울대 의대 학장 의사 국민 눈높이서 사회 책무 수행해야,0
1,2024-02-29,2 28 시장복기 리튬반등 미래나노텍 리튬포어스 비트코인 신고가 부근 우리기술투자 저PBR 현대차 기아 의대증원 교육주 비대면진료 미용기기,0
1,2024-02-29,의사 파업 의대 증원 반대 이유 본질적 문제는,4
1,2024-02-29,정부와 의협 의대 증원 문제 왜 시작되었을까,4
1,2024-02-29,왜 지금 2 000명이나 늘어나요 의대증원 팩트체크,0
1,2024-02-28,이 난리 중에 축하할 일이 있네요,0
1,2024-02-28,오르비 설명회 crux팀,3
1,2024-02-28,기자의눈 편 가르는 의료대란 대응 서울경제신문,0
1,2024-02-28,행정절차법상 행정처분 ex 파업의사에 대한 업무개시명령 의 공시송달 인정요건,0
1,2024-02-28,최후통첩 빅5병원 요지부동 병원 떠난 전공의 더 늘었다 무더기 사법처리 가능성 압박 높이는 정부,4
1,2024-02-28,쓰러질 때까지 의료현장 지키겠다,0
1,2024-02-28,퇴근 후 주식공부,0
1,2024-02-28,전공의 법적조치 초읽기에 교수 등판 조짐 장기화 분수령,4
1,2024-02-28,의대증원 반발해 나간 전공의들 수백명 돌아왔다,4
1,2024-02-28,의협 비대위 의대정원 증원 논란 해외 언론들도 관심 외신 기자회견 곧 열겠다,0
1,2024-02-29,2025학년도 의대 전형 요약 의대 증원 모집인원 수시 수능 교과 종합 논술 지역인재 최저충족조건,3
1,2024-02-27,의사파업 이유 원인 고찰 의대증원 2000명과 비대면 진료 앱 올라케어 시작,4
1,2024-02-27,의대 증원 갈등에 대한 생각 ft 생명이 먼저인가 명성이 먼저인가,4
1,2024-02-27,소방관분들의 절규어린 목소리 더는 죽고 싶지 않다 의대증원 의사파업에 묻혀서 방송에서 접하기 힘든데 귀를 기울여 각종 처우개선 작업에 관심을 가집시다,0
1,2024-02-25,의대 증원하면 4 5등급이 네들 수술할거다,0
1,2024-02-25,의대 증원 갈등 의사 면허는 생명 돌보라고 준 것 자기주장 하더라도 병원 지켜야,4
1,2024-02-25,의료대란 음모론 퍼뜨리는 이재명 더불어민주당 대표 의대 증원 정치쇼 아닌가,0
1,2024-02-25,의대증원 2000명 굳히기 들어간 정부 이르면 3월 배정,3
1,2024-02-25,어떤 나라도 의대 증원으로 극단적 행동 안 해 의료계 파업에 대한 대통령실 입장 발표,4
1,2024-02-25,의대증원 이야기 240225,4
1,2024-02-25,의료대란 25일 대통령실 의대 증원규모에 2천명 축소 계획 없어,0
1,2024-02-25,의대 증원 문제는,0
1,2024-02-25,정부와 의사협회는 의료 정상화를 위해 의대 증원 대책을 논의해라,4
1,2024-02-25,의대증원문제 교대미달사태 스타 운동선수들의 충돌 탁구게이드 이슈가 많다,0
1,2024-02-24,월급 루팡은 조직의 적이다,0
1,2024-02-24,오세훈 8개 서울시립병원장과 의사파업 대응 긴급회의 공공병원 가치 보여줘야 환자불편 최소화 시립병원 진료 연장,4
1,2024-02-24,의정 대화 물꼬 트나 중재 나선 의대 교수들 협의체 제안,4
1,2024-02-25,의대 정원 확대 이슈가 커지는 비밀 A S,4
1,2024-02-24,뉴스 피프티피프티 3인 130억 손해배상 소송 휘말려 안성일 추가 송치 종합,0
1,2024-02-24,언론사별 랭킹뉴스 2024 02 24 2,0
1,2024-02-24,학원 입시 설명회 들어야 할까요,3
1,2024-02-24,2025년 수능 대비 월별 일정표 체크포인트,3
1,2024-02-24,정부도 교수들의 의견을 존중하라 연세대 의대 교수들도 전공의 의대생 협박 중단하라 고 나섰다 최석태,4
1,2024-02-24,비상진료 기간 중 병 의원 정보 확인 방법 응급의료 포털,4
1,2024-02-24,전공의 파업이 모두에게 위험한 이유 업무개시명령과 행정처분및 형사고발 등에 결과적으로 의료기관 서비스 시스템 붕괴 초래,4
1,2024-02-24,김윤 교수 프로필 나이 학력 서울대 의대,4
1,2024-02-24,2025년 대입 특징 의대정원 2000명 증원,3
1,2024-02-24,교수도 진료거부 정부 교수들에 지역의료 개선계획요구 경찰 의료인 고발인 조사 이제와 350명 등원하자 의대증원 저출산vs고령화 의대생 휴학 힉부모 박탈감 2차토론 24 2 24,4
1,2024-02-24,의대 증원 둘러싼 저출산vs고령화 챗GPT는,4
1,2024-02-24,박민수 의대 증원 양보 여지 없다 협상할 과제 아니다,0
1,2024-02-24,리얼간호 의대증원 전공의 파업과 간호사 격무,4
1,2024-02-24,의사 파업 이유 의대 증원 반대에 따른 전공의 사직과 의료 대란,4
1,2024-02-24,전공의 사직서 제출 1주일 경과,4
1,2024-02-25,생각연습 의료증원 양원제 이제는 도입해야할 때,4
1,2024-02-25,PA NP 전담간호사 진료보조간호사 직업 및 역사 소개 C line 제거,4
1,2024-02-25,그림과 낭독이 함께하는 울림의 북 콘서트 이주영 소아청소년과 전문의,0
1,2024-02-27,의사 파업 이유 의대 증원 반대 쟁점 정리,4
1,2024-02-26,의료계 파업에 대한 성남시 의료대책은,4
1,2024-02-26,의대증원의 숨겨진진실,1
1,2024-02-26,전공의 사직 1만 명 넘어 3일 내 미복귀 시 면허정지 등 불가피,4
1,2024-02-26,의학용어 GS General surgery 일반외과 많이 필요하지만 부족한 파트,4
1,2024-02-26,꺽느냐 꺽이느냐,4
1,2024-02-26,국민의 생명을 볼모로 삼는 의사들의 이기심,4
1,2024-02-26,재종기숙학원 의대정원 2000명 확대 기회 잡기,3
1,2024-02-26,4기 암 환자와 의사 그 선한 숙명과 의대정원 2000명 증원 갈등 사이,0
1,2024-02-26,학기초 의대입시 준비 생기부에서 진로설정 이 중요하다 ft 의대전문 컨설턴트,3
1,2024-02-26,충격 중앙대 19명 추가모집,3
1,2024-02-26,의대증원과 정부태도 전공의사직의 이유,0
1,2024-02-26,20240226 월요일JTBC뉴스룸 한민용 최재원,0
1,2024-02-26,윤석열 정부의 뻘짓 도대체 뭐하자는 것인가 최석태,4
1,2024-02-26,강남구 삼성동 무인 카페에서 마약 취해 난동 옷 벗고 강남 한복판 활보한 30대 작곡가 구속,0
1,2024-02-26,의료대란논란 병상 없음 전문의의료진 부재 중환자 치료 불가 등 진료 불가 응급실 7곳 전화 뺑뺑이 80대 심정지 환자 결국 숨졌다,4
1,2024-02-26,2월 26일 오늘의 매매,0
1,2024-02-26,공부 펌 증원 혼합진료 확대 관련 의대 정원 증원 이슈 feat 메르의 블로그,4
1,2024-02-26,의대증원논란 정부 전공의 29일까지 복귀하면 지나간 책임 묻지 않을 것 마지막 호소,4
1,2024-02-26,다음주 시장준비 엔비디아 버블 시총 3위 챗GPT AI소라 미국 칩스법 기업밸류프로그램 발표 MWC 갤럭시링 발표 수은법 방산 의대증원 교육 비대면진료 원전,0
1,2024-02-26,2024 2 26 매일경제 신문 총선과 의대증원,0
1,2024-02-26,의대 증원 반대 전공의 파업 일주일 째 응급실 사망자 발생 80대 여성,4
1,2024-02-26,의대증원 밥그릇 폭파 자유억압 엘리트 모두 엑소더스지,4
1,2024-02-26,의대 정원 증원 문제의 원인과 해결책,4
1,2024-02-26,의대 증원 의사 파업에 대한 생각,4
1,2024-02-25,뉴스정리 24 2 23 금 24 2 25 일,0
1,2024-02-25,보건복지부 대한의사협회 합의문 2020,4
1,2024-02-25,돈 버는 것의 본질 박본질 고소득의 비밀 리뷰,0
1,2024-02-25,전공의 사직하면 군대가야하나 의무사관후보생,0
1,2024-02-24,의대증원으로 인한 의사파업이유 7가지 전공의 전문의 차이,4
1,2024-02-11,세상이 변하니 학벌과 의사 중심,4
1,2024-01-31,목동 초등 중등수학 학원추천 길벗아카데미 의대 컨설팅,0
1,2024-02-17,의대 증원 저지 대한의사협회 비대위 첫 회의 정부 맞서 총력 투쟁 결의 전공의 집단사직 의사 파업 집단행동 으로 대형병원 진료대란 환자들의 피해 커질 우려,4
1,2024-02-16,K Local 의대 증원 반대 전공의 사직에 가천대길병원 등 인천서도 동참 뉴스1 외 17건 February 16 2024 2 2,0
1,2024-02-16,부천 고등 수학학원 상동 공부독립수학 의대 입학 정원 증원 알아보기,1
1,2024-02-16,철도 지하화 특별법 부동산 시장 변화 의대 증원 반발 지난달 취업자 38만명 증가 미 경제 대규모 재정지출 르노와 스텔란티스 전기차 비용 절감에 총력 국내 증시 강세 2차전상승,0
1,2024-02-16,의대 증원 수혜 강원 충청 학군지 관심,0
1,2024-02-16,2월 16일 상한가 종목 거래량 천만이상 원격의료 초전도체,0
1,2024-02-16,세바시 세상은 만만하지 않습니다,0
1,2024-02-16,정부 구제 선처없다 엄정대응 방침에 서울성모병원 인턴 47명 전원 복귀 이행 확인서 제출,4
1,2024-02-16,밸류업 프로그램 저PBR 원통형 배터리 의사 파업 의료 대란 원격 의료 LFP 뉴로모픽 칩 관련주 2 16 금 주식 퀴즈,0
1,2024-02-16,의료 파업과 의사 증원에 대한 간단한 이야기 why는 없는 대결,4
1,2024-02-16,17개 병원 전공의 154명 사직서 제출 정부 구제는 없다 집단연가 사용 불허 및 필수의료 유지 업무개시 명령,4
1,2024-02-16,미디어오늘 의사들 사직서 제출 집단행동에 의사 맞나 밥그릇 챙기기 비판하는 언론,4
1,2024-02-16,20240215 목요일JTBC뉴스룸 한민용 최재원,0
1,2024-02-16,충북 전공의 집단행동 초읽기,4
1,2024-02-16,노출 콘크리트 그라인더 견출 작업,0
1,2024-02-17,의대 증원은 반드시 필요합니다,4
1,2024-02-17,의대 증원 발표 이후,4
1,2024-02-17,금기 시리즈 의대 증원,0
1,2024-02-17,의대증원 확대와 의대 지역 인재 전형으로 예상하는 의대 진학 열풍,4
1,2024-02-17,교육 관련주 교육주 대장주 의대정원 증원 주식 주가,0
1,2024-02-17,국민도 살고 의사도 살리는 의대 증원 4대 방안,4
1,2024-02-17,의대 증원 반대 명분 없다,4
1,2024-02-17,수완동 수완지구 국어학원은 채움학원 2025 의대 증원 지역인재전형 비율 자유전공 무전공 확대,3
1,2024-02-17,의대 정원 늘어나면 누구한테 가장 이득일까요 의대 증원이 앞으로 입시에 미치는 영향 입시이야기,0
